70,4642; 0,3364
91,6763; 0,3725
113,8843; 0,4052
134,8427; 0,4309
155,8010; 0,4567
176,5093; 0,4808
196,7152; 0,4963
217,1727; 0,5169
236,8791; 0,5307
257,0829; 0,5410
276,7937; 0,5650
297,4977; 0,5788
